"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"SPOT_ID"
"ENST00000368858_at"	"0.999"	"0.865036"	"-0.1717864"	"-4.76"	"-0.0163787"	"ENST00000368858"
"ENST00000374468_at"	"0.999"	"0.865037"	"-0.1717848"	"-4.76"	"-0.0996841"	"ENST00000374468"
"ENST00000373864_at"	"0.999"	"0.865235"	"-0.17153"	"-4.76"	"-0.0392594"	"ENST00000373864"
"ENST00000282891_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000282891"
"ENST00000305138_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000305138"
"ENST00000326758_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000326758"
"ENST00000345306_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000345306"
"ENST00000354312_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000354312"
"ENST00000354868_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000354868"
"ENST00000358030_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000358030"
"ENST00000361732_at"	"0.999"	"0.865289"	"-0.1714604"	"-4.76"	"-0.0125141"	"ENST00000361732"
"ENST00000312049_at"	"0.999"	"0.865303"	"-0.1714424"	"-4.76"	"-0.0276822"	"ENST00000312049"
"ENST00000315422_at"	"0.999"	"0.865303"	"-0.1714424"	"-4.76"	"-0.0276822"	"ENST00000315422"
"ENST00000337652_at"	"0.999"	"0.865303"	"-0.1714424"	"-4.76"	"-0.0276822"	"ENST00000337652"
"ENST00000377316_at"	"0.999"	"0.865303"	"-0.1714424"	"-4.76"	"-0.0276822"	"ENST00000377316"
"ENST00000377321_at"	"0.999"	"0.865303"	"-0.1714424"	"-4.76"	"-0.0276822"	"ENST00000377321"
"ENST00000377326_at"	"0.999"	"0.865303"	"-0.1714424"	"-4.76"	"-0.0276822"	"ENST00000377326"
"ENST00000338785_at"	"0.999"	"0.865347"	"-0.1713864"	"-4.76"	"-0.0204921"	"ENST00000338785"
"ENST00000339659_at"	"0.999"	"0.865347"	"-0.1713864"	"-4.76"	"-0.0204921"	"ENST00000339659"
"ENST00000170629_at"	"0.999"	"0.865466"	"-0.1712329"	"-4.76"	"-0.0187864"	"ENST00000170629"
"ENST00000356183_at"	"0.999"	"0.865466"	"-0.1712329"	"-4.76"	"-0.0187864"	"ENST00000356183"
"ENST00000330330_at"	"0.999"	"0.865556"	"0.1711167"	"-4.76"	"0.0249096"	"ENST00000330330"
"ENST00000370363_at"	"0.999"	"0.865618"	"-0.1710376"	"-4.76"	"-0.0799338"	"ENST00000370363"
"ENST00000263997_at"	"0.999"	"0.865628"	"0.1710242"	"-4.76"	"0.0241009"	"ENST00000263997"
"ENST00000267809_at"	"0.999"	"0.865694"	"0.1709397"	"-4.76"	"0.0202263"	"ENST00000267809"
"ENST00000266479_at"	"0.999"	"0.865704"	"0.1709272"	"-4.76"	"0.022918"	"ENST00000266479"
"ENST00000266481_at"	"0.999"	"0.865704"	"0.1709272"	"-4.76"	"0.022918"	"ENST00000266481"
"ENST00000306256_at"	"0.999"	"0.865719"	"0.1709071"	"-4.76"	"0.0130621"	"ENST00000306256"
"ENST00000317137_at"	"0.999"	"0.865719"	"0.1709071"	"-4.76"	"0.0130621"	"ENST00000317137"
"ENST00000378512_at"	"0.999"	"0.865719"	"0.1709071"	"-4.76"	"0.0130621"	"ENST00000378512"
"ENST00000378514_at"	"0.999"	"0.865719"	"0.1709071"	"-4.76"	"0.0130621"	"ENST00000378514"
"ENST00000370747_at"	"0.999"	"0.865857"	"0.1707302"	"-4.76"	"0.0252515"	"ENST00000370747"
"ENST00000262327_at"	"0.999"	"0.865892"	"0.1706852"	"-4.76"	"0.0416113"	"ENST00000262327"
"ENST00000378522_at"	"0.999"	"0.865892"	"0.1706852"	"-4.76"	"0.0416113"	"ENST00000378522"
"ENST00000372543_at"	"0.999"	"0.865964"	"-0.170592"	"-4.76"	"-0.0846416"	"ENST00000372543"
"ENST00000341980_at"	"0.999"	"0.866063"	"0.1704655"	"-4.76"	"0.0275554"	"ENST00000341980"
"ENST00000313432_at"	"0.999"	"0.86618"	"-0.1703154"	"-4.76"	"-0.0360106"	"ENST00000313432"
"ENST00000377685_at"	"0.999"	"0.86618"	"-0.1703154"	"-4.76"	"-0.0360106"	"ENST00000377685"
"ENST00000361576_at"	"0.999"	"0.866356"	"-0.1700887"	"-4.76"	"-0.0208079"	"ENST00000361576"
"ENST00000260662_at"	"0.999"	"0.866406"	"0.1700239"	"-4.76"	"0.0574837"	"ENST00000260662"
"ENST00000358722_at"	"0.999"	"0.866424"	"0.1700017"	"-4.76"	"0.0670022"	"ENST00000358722"
"ENST00000340481_at"	"0.999"	"0.866492"	"0.1699132"	"-4.76"	"0.0231433"	"ENST00000340481"
"ENST00000378292_at"	"0.999"	"0.866506"	"0.1698952"	"-4.76"	"0.0164015"	"ENST00000378292"
"ENST00000360941_at"	"0.999"	"0.866512"	"0.169888"	"-4.76"	"0.0311413"	"ENST00000360941"
"ENST00000388930_at"	"0.999"	"0.866512"	"0.169888"	"-4.76"	"0.0311413"	"ENST00000388930"
"ENST00000388931_at"	"0.999"	"0.866512"	"0.169888"	"-4.76"	"0.0311413"	"ENST00000388931"
"ENST00000375875_at"	"0.999"	"0.866554"	"-0.1698344"	"-4.76"	"-0.0160935"	"ENST00000375875"
"ENST00000383243_at"	"0.999"	"0.866554"	"-0.1698344"	"-4.76"	"-0.0160935"	"ENST00000383243"
"ENST00000383431_at"	"0.999"	"0.866554"	"-0.1698344"	"-4.76"	"-0.0160935"	"ENST00000383431"
"ENST00000273739_at"	"0.999"	"0.866656"	"-0.1697026"	"-4.76"	"-0.0404333"	"ENST00000273739"
"ENST00000355571_at"	"0.999"	"0.866656"	"-0.1697026"	"-4.76"	"-0.0404333"	"ENST00000355571"
"ENST00000382173_at"	"0.999"	"0.866656"	"-0.1697026"	"-4.76"	"-0.0404333"	"ENST00000382173"
"ENST00000366509_at"	"0.999"	"0.866692"	"-0.169657"	"-4.76"	"-0.018485"	"ENST00000366509"
"ENST00000376795_at"	"0.999"	"0.866874"	"0.1694223"	"-4.76"	"0.0259147"	"ENST00000376795"
"ENST00000293872_at"	"0.999"	"0.866898"	"0.1693919"	"-4.76"	"0.0259706"	"ENST00000293872"
"ENST00000270001_at"	"0.999"	"0.866971"	"0.1692987"	"-4.76"	"0.0948008"	"ENST00000270001"
"ENST00000381103_at"	"0.999"	"0.867081"	"0.1691561"	"-4.76"	"0.0364837"	"ENST00000381103"
"ENST00000276127_at"	"0.999"	"0.867147"	"-0.1690719"	"-4.76"	"-0.0564254"	"ENST00000276127"
"ENST00000373111_at"	"0.999"	"0.867147"	"-0.1690719"	"-4.76"	"-0.0564254"	"ENST00000373111"
"ENST00000233604_at"	"0.999"	"0.86723"	"-0.1689652"	"-4.76"	"-0.1144489"	"ENST00000233604"
"ENST00000375497_at"	"0.999"	"0.86723"	"-0.1689652"	"-4.76"	"-0.1144489"	"ENST00000375497"
"ENST00000380641_at"	"0.999"	"0.867313"	"0.168858"	"-4.76"	"0.105027"	"ENST00000380641"
"ENST00000390537_at"	"0.999"	"0.867328"	"0.1688393"	"-4.76"	"0.0868668"	"ENST00000390537"
"ENST00000316407_at"	"0.999"	"0.867391"	"0.168758"	"-4.76"	"0.040422"	"ENST00000316407"
"ENST00000312808_at"	"0.999"	"0.867418"	"0.1687234"	"-4.76"	"0.0811851"	"ENST00000312808"
"ENST00000307768_at"	"0.999"	"0.867465"	"-0.1686628"	"-4.76"	"-0.019416"	"ENST00000307768"
"ENST00000333906_at"	"0.999"	"0.867465"	"-0.1686628"	"-4.76"	"-0.019416"	"ENST00000333906"
"ENST00000383816_at"	"0.999"	"0.867465"	"-0.1686628"	"-4.76"	"-0.019416"	"ENST00000383816"
"ENST00000347785_at"	"0.999"	"0.867497"	"0.1686223"	"-4.76"	"0.0641458"	"ENST00000347785"
"ENST00000378437_at"	"0.999"	"0.867559"	"-0.1685426"	"-4.76"	"-0.0813522"	"ENST00000378437"
"ENST00000252602_at"	"0.999"	"0.86778"	"-0.1682588"	"-4.76"	"-0.0246643"	"ENST00000252602"
"ENST00000273588_at"	"0.999"	"0.86778"	"-0.1682582"	"-4.76"	"-0.0310962"	"ENST00000273588"
"ENST00000260229_at"	"0.999"	"0.867838"	"-0.1681833"	"-4.76"	"-0.0680099"	"ENST00000260229"
"ENST00000358309_at"	"0.999"	"0.867852"	"0.1681657"	"-4.76"	"0.0336255"	"ENST00000358309"
"ENST00000372872_at"	"0.999"	"0.867874"	"-0.1681369"	"-4.76"	"-0.0293965"	"ENST00000372872"
"ENST00000164305_at"	"0.999"	"0.867936"	"0.1680573"	"-4.76"	"0.0267722"	"ENST00000164305"
"ENST00000263989_at"	"0.999"	"0.867938"	"0.1680547"	"-4.76"	"0.0317633"	"ENST00000263989"
"ENST00000262887_at"	"0.999"	"0.867942"	"-0.1680499"	"-4.76"	"-0.0259454"	"ENST00000262887"
"ENST00000381401_at"	"0.999"	"0.867994"	"-0.1679838"	"-4.76"	"-0.0209593"	"ENST00000381401"
"ENST00000369249_at"	"0.999"	"0.86803"	"0.1679368"	"-4.76"	"0.0226279"	"ENST00000369249"
"ENST00000292902_at"	"0.999"	"0.868046"	"-0.1679162"	"-4.76"	"-0.0654954"	"ENST00000292902"
"ENST00000263831_at"	"0.999"	"0.868085"	"-0.1678669"	"-4.76"	"-0.0448527"	"ENST00000263831"
"ENST00000351017_at"	"0.999"	"0.868086"	"0.167865"	"-4.76"	"0.0317317"	"ENST00000351017"
"ENST00000380020_at"	"0.999"	"0.868158"	"-0.1677722"	"-4.76"	"-0.0379709"	"ENST00000380020"
"ENST00000215570_at"	"0.999"	"0.868188"	"0.1677345"	"-4.76"	"0.0219415"	"ENST00000215570"
"ENST00000314840_at"	"0.999"	"0.868262"	"0.1676388"	"-4.76"	"0.032527"	"ENST00000314840"
"ENST00000274458_at"	"0.999"	"0.868275"	"-0.1676219"	"-4.76"	"-0.0245654"	"ENST00000274458"
"ENST00000267436_at"	"0.999"	"0.868307"	"0.1675814"	"-4.76"	"0.0184988"	"ENST00000267436"
"ENST00000343245_at"	"0.999"	"0.868392"	"-0.1674719"	"-4.76"	"-0.0133081"	"ENST00000343245"
"ENST00000369070_at"	"0.999"	"0.868392"	"-0.1674719"	"-4.76"	"-0.0133081"	"ENST00000369070"
"ENST00000369076_at"	"0.999"	"0.868392"	"-0.1674719"	"-4.76"	"-0.0133081"	"ENST00000369076"
"ENST00000236979_at"	"0.999"	"0.868427"	"0.1674263"	"-4.76"	"0.0853828"	"ENST00000236979"
"ENST00000341316_at"	"0.999"	"0.868533"	"0.1672904"	"-4.76"	"0.0636204"	"ENST00000341316"
"ENST00000325805_at"	"0.999"	"0.868538"	"-0.1672844"	"-4.76"	"-0.0200846"	"ENST00000325805"
"ENST00000337852_at"	"0.999"	"0.868698"	"0.1670785"	"-4.76"	"0.0811568"	"ENST00000337852"
"ENST00000376687_at"	"0.999"	"0.868698"	"0.1670785"	"-4.76"	"0.0811568"	"ENST00000376687"
"ENST00000216180_at"	"0.999"	"0.868785"	"-0.1669669"	"-4.76"	"-0.0580023"	"ENST00000216180"
"ENST00000321505_at"	"0.999"	"0.868865"	"0.1668644"	"-4.76"	"0.0417238"	"ENST00000321505"
"ENST00000274258_at"	"0.999"	"0.868883"	"0.1668407"	"-4.76"	"0.0726503"	"ENST00000274258"
"ENST00000345080_at"	"0.999"	"0.868901"	"0.1668178"	"-4.76"	"0.1282166"	"ENST00000345080"
"ENST00000358251_at"	"0.999"	"0.868977"	"0.1667201"	"-4.76"	"0.0216836"	"ENST00000358251"
"ENST00000379757_at"	"0.999"	"0.868977"	"0.1667201"	"-4.76"	"0.0216836"	"ENST00000379757"
"ENST00000301233_at"	"0.999"	"0.869"	"-0.1666904"	"-4.76"	"-0.0188361"	"ENST00000301233"
"ENST00000381340_at"	"0.999"	"0.869133"	"0.1665202"	"-4.76"	"0.0558536"	"ENST00000381340"
"ENST00000256733_at"	"0.999"	"0.869206"	"-0.1664262"	"-4.76"	"-0.095376"	"ENST00000256733"
"ENST00000220562_at"	"0.999"	"0.869219"	"0.1664095"	"-4.76"	"0.0282416"	"ENST00000220562"
"ENST00000297459_at"	"0.999"	"0.869272"	"-0.1663418"	"-4.76"	"-0.0512835"	"ENST00000297459"
"ENST00000342812_at"	"0.999"	"0.869272"	"-0.1663415"	"-4.76"	"-0.0263509"	"ENST00000342812"
"ENST00000377666_at"	"0.999"	"0.869272"	"-0.1663415"	"-4.76"	"-0.0263509"	"ENST00000377666"
"ENST00000215115_at"	"0.999"	"0.869301"	"0.1663041"	"-4.76"	"0.069513"	"ENST00000215115"
"ENST00000358950_at"	"0.999"	"0.869301"	"0.1663041"	"-4.76"	"0.069513"	"ENST00000358950"
"ENST00000380317_at"	"0.999"	"0.869301"	"0.1663041"	"-4.76"	"0.069513"	"ENST00000380317"
"ENST00000340159_at"	"0.999"	"0.869386"	"-0.1661942"	"-4.76"	"-0.0165983"	"ENST00000340159"
"ENST00000356347_at"	"0.999"	"0.869396"	"-0.1661822"	"-4.76"	"-0.1248948"	"ENST00000356347"
"ENST00000288304_at"	"0.999"	"0.869396"	"0.166182"	"-4.76"	"0.0186714"	"ENST00000288304"
"ENST00000309117_at"	"0.999"	"0.869396"	"0.166182"	"-4.76"	"0.0186714"	"ENST00000309117"
"ENST00000334361_at"	"0.999"	"0.869418"	"-0.1661532"	"-4.76"	"-0.0267684"	"ENST00000334361"
"ENST00000361682_at"	"0.999"	"0.869418"	"-0.1661532"	"-4.76"	"-0.0267684"	"ENST00000361682"
"ENST00000380258_at"	"0.999"	"0.869496"	"-0.166054"	"-4.76"	"-0.044152"	"ENST00000380258"
"ENST00000005558_at"	"0.999"	"0.869612"	"-0.1659039"	"-4.76"	"-0.036649"	"ENST00000005558"
"ENST00000355842_at"	"0.999"	"0.869653"	"0.1658521"	"-4.76"	"0.0135551"	"ENST00000355842"
"ENST00000312938_at"	"0.999"	"0.869683"	"0.1658127"	"-4.76"	"0.0166424"	"ENST00000312938"
"ENST00000327490_at"	"0.999"	"0.869851"	"-0.1655971"	"-4.76"	"-0.0259423"	"ENST00000327490"
"ENST00000371784_at"	"0.999"	"0.869917"	"-0.1655126"	"-4.76"	"-0.0842773"	"ENST00000371784"
"ENST00000260953_at"	"0.999"	"0.869988"	"0.165422"	"-4.76"	"0.0168642"	"ENST00000260953"
"ENST00000286307_at"	"0.999"	"0.870024"	"-0.1653754"	"-4.76"	"-0.0572382"	"ENST00000286307"
"ENST00000374004_at"	"0.999"	"0.870191"	"0.1651612"	"-4.76"	"0.0734338"	"ENST00000374004"
"ENST00000374005_at"	"0.999"	"0.870191"	"0.1651612"	"-4.76"	"0.0734338"	"ENST00000374005"
"ENST00000377354_at"	"0.999"	"0.870204"	"0.1651439"	"-4.76"	"0.1008435"	"ENST00000377354"
"ENST00000389118_at"	"0.999"	"0.870204"	"0.1651439"	"-4.76"	"0.1008435"	"ENST00000389118"
"ENST00000389119_at"	"0.999"	"0.870204"	"0.1651439"	"-4.76"	"0.1008435"	"ENST00000389119"
"ENST00000257696_at"	"0.999"	"0.870232"	"0.1651079"	"-4.76"	"0.0266135"	"ENST00000257696"
"ENST00000309170_at"	"0.999"	"0.870302"	"-0.1650182"	"-4.76"	"-0.0190027"	"ENST00000309170"
"ENST00000280979_at"	"0.999"	"0.870328"	"-0.1649846"	"-4.76"	"-0.030708"	"ENST00000280979"
"ENST00000375108_at"	"0.999"	"0.870332"	"0.1649793"	"-4.76"	"0.0585285"	"ENST00000375108"
"ENST00000324068_at"	"0.999"	"0.870491"	"-0.1647748"	"-4.76"	"-0.0493628"	"ENST00000324068"
"ENST00000377494_at"	"0.999"	"0.870558"	"0.164689"	"-4.76"	"0.0319078"	"ENST00000377494"
"ENST00000374565_at"	"0.999"	"0.870602"	"-0.1646329"	"-4.76"	"-0.0165774"	"ENST00000374565"
"ENST00000374572_at"	"0.999"	"0.870602"	"-0.1646329"	"-4.76"	"-0.0165774"	"ENST00000374572"
"ENST00000223029_at"	"0.999"	"0.870606"	"-0.1646278"	"-4.76"	"-0.0169265"	"ENST00000223029"
"ENST00000273308_at"	"0.999"	"0.870642"	"0.1645813"	"-4.76"	"0.0144527"	"ENST00000273308"
"ENST00000375836_at"	"0.999"	"0.870751"	"-0.1644414"	"-4.76"	"-0.0215852"	"ENST00000375836"
"ENST00000361752_at"	"0.999"	"0.870761"	"0.164428"	"-4.76"	"0.0150218"	"ENST00000361752"
"ENST00000361758_at"	"0.999"	"0.870761"	"0.164428"	"-4.76"	"0.0150218"	"ENST00000361758"
"ENST00000332756_at"	"0.999"	"0.870769"	"-0.1644185"	"-4.76"	"-0.0426699"	"ENST00000332756"
"ENST00000261893_at"	"0.999"	"0.870773"	"0.1644136"	"-4.76"	"0.0184033"	"ENST00000261893"
"ENST00000314167_at"	"0.999"	"0.870778"	"-0.1644067"	"-4.76"	"-0.0185571"	"ENST00000314167"
"ENST00000334874_at"	"0.999"	"0.870778"	"-0.1644067"	"-4.76"	"-0.0185571"	"ENST00000334874"
"ENST00000372350_at"	"0.999"	"0.870816"	"-0.1643576"	"-4.76"	"-0.0800814"	"ENST00000372350"
"ENST00000263360_at"	"0.999"	"0.87085"	"-0.1643144"	"-4.76"	"-0.0236004"	"ENST00000263360"
"ENST00000351625_at"	"0.999"	"0.87085"	"-0.1643144"	"-4.76"	"-0.0236004"	"ENST00000351625"
"ENST00000322507_at"	"0.999"	"0.87093"	"0.1642115"	"-4.76"	"0.0351265"	"ENST00000322507"
"ENST00000370099_at"	"0.999"	"0.87093"	"0.1642115"	"-4.76"	"0.0351265"	"ENST00000370099"
"ENST00000370134_at"	"0.999"	"0.87093"	"0.1642115"	"-4.76"	"0.0351265"	"ENST00000370134"
"ENST00000277705_at"	"0.999"	"0.870952"	"0.1641833"	"-4.76"	"0.0480043"	"ENST00000277705"
"ENST00000373867_at"	"0.999"	"0.870952"	"0.1641833"	"-4.76"	"0.0480043"	"ENST00000373867"
"ENST00000373868_at"	"0.999"	"0.870952"	"0.1641833"	"-4.76"	"0.0480043"	"ENST00000373868"
"ENST00000358744_at"	"0.999"	"0.870994"	"-0.1641295"	"-4.76"	"-0.0398826"	"ENST00000358744"
"ENST00000273221_at"	"0.999"	"0.871148"	"-0.163931"	"-4.76"	"-0.022395"	"ENST00000273221"
"ENST00000258742_at"	"0.999"	"0.871188"	"-0.16388"	"-4.76"	"-0.0355542"	"ENST00000258742"
"ENST00000275437_at"	"0.999"	"0.871188"	"-0.16388"	"-4.76"	"-0.0355542"	"ENST00000275437"
"ENST00000258969_at"	"0.999"	"0.87127"	"-0.1637743"	"-4.76"	"-0.0603216"	"ENST00000258969"
"ENST00000266659_at"	"0.999"	"0.871281"	"0.1637609"	"-4.76"	"0.0550408"	"ENST00000266659"
"ENST00000262319_at"	"0.999"	"0.871294"	"-0.1637435"	"-4.76"	"-0.029986"	"ENST00000262319"
"ENST00000379419_at"	"0.999"	"0.871447"	"-0.1635474"	"-4.76"	"-0.0547803"	"ENST00000379419"
"ENST00000294353_at"	"0.999"	"0.871462"	"0.1635289"	"-4.76"	"0.0266217"	"ENST00000294353"
"ENST00000263309_at"	"0.999"	"0.871504"	"0.1634747"	"-4.76"	"0.0166828"	"ENST00000263309"
"ENST00000373166_at"	"0.999"	"0.871511"	"0.1634658"	"-4.76"	"0.0149541"	"ENST00000373166"
"ENST00000311401_at"	"0.999"	"0.871531"	"0.16344"	"-4.76"	"0.0168757"	"ENST00000311401"
"ENST00000344663_at"	"0.999"	"0.871531"	"0.16344"	"-4.76"	"0.0168757"	"ENST00000344663"
"ENST00000356765_at"	"0.999"	"0.871531"	"0.16344"	"-4.76"	"0.0168757"	"ENST00000356765"
"ENST00000302328_at"	"0.999"	"0.871598"	"-0.1633538"	"-4.76"	"-0.069822"	"ENST00000302328"
"ENST00000383755_at"	"0.999"	"0.871598"	"-0.1633538"	"-4.76"	"-0.069822"	"ENST00000383755"
"ENST00000295864_at"	"0.999"	"0.871606"	"0.1633438"	"-4.76"	"0.0154505"	"ENST00000295864"
"ENST00000321762_at"	"0.999"	"0.871624"	"0.1633205"	"-4.76"	"0.0605101"	"ENST00000321762"
"ENST00000054668_at"	"0.999"	"0.871707"	"0.1632134"	"-4.76"	"0.0831732"	"ENST00000054668"
"ENST00000380424_at"	"0.999"	"0.87173"	"0.1631848"	"-4.76"	"0.04403"	"ENST00000380424"
"ENST00000357003_at"	"0.999"	"0.871774"	"-0.1631274"	"-4.76"	"-0.0257735"	"ENST00000357003"
"ENST00000382813_at"	"0.999"	"0.871779"	"-0.1631217"	"-4.76"	"-0.0200181"	"ENST00000382813"
"ENST00000248668_at"	"0.999"	"0.87179"	"0.1631074"	"-4.76"	"0.0649188"	"ENST00000248668"
"ENST00000203001_at"	"0.999"	"0.871794"	"0.1631026"	"-4.76"	"0.0170469"	"ENST00000203001"
"ENST00000357465_at"	"0.999"	"0.871794"	"0.1631026"	"-4.76"	"0.0170469"	"ENST00000357465"
"ENST00000380443_at"	"0.999"	"0.87186"	"-0.1630173"	"-4.76"	"-0.0225598"	"ENST00000380443"
"ENST00000380445_at"	"0.999"	"0.87186"	"-0.1630173"	"-4.76"	"-0.0225598"	"ENST00000380445"
"ENST00000380458_at"	"0.999"	"0.87186"	"-0.1630173"	"-4.76"	"-0.0225598"	"ENST00000380458"
"ENST00000380469_at"	"0.999"	"0.87186"	"-0.1630173"	"-4.76"	"-0.0225598"	"ENST00000380469"
"ENST00000355356_at"	"0.999"	"0.87202"	"-0.1628116"	"-4.76"	"-0.0249868"	"ENST00000355356"
"ENST00000355977_at"	"0.999"	"0.87202"	"-0.1628116"	"-4.76"	"-0.0249868"	"ENST00000355977"
"ENST00000357692_at"	"0.999"	"0.87202"	"-0.1628116"	"-4.76"	"-0.0249868"	"ENST00000357692"
"ENST00000371017_at"	"0.999"	"0.87202"	"-0.1628116"	"-4.76"	"-0.0249868"	"ENST00000371017"
"ENST00000371018_at"	"0.999"	"0.87202"	"-0.1628116"	"-4.76"	"-0.0249868"	"ENST00000371018"
"ENST00000311955_at"	"0.999"	"0.872102"	"0.1627067"	"-4.76"	"0.0480272"	"ENST00000311955"
"ENST00000358897_at"	"0.999"	"0.872186"	"0.1625992"	"-4.76"	"0.0432141"	"ENST00000358897"
"ENST00000270590_at"	"0.999"	"0.8722"	"-0.1625811"	"-4.76"	"-0.081893"	"ENST00000270590"
"ENST00000287038_at"	"0.999"	"0.872223"	"-0.1625517"	"-4.76"	"-0.0162102"	"ENST00000287038"
"ENST00000324071_at"	"0.999"	"0.872236"	"-0.162535"	"-4.76"	"-0.0408481"	"ENST00000324071"
"ENST00000369580_at"	"0.999"	"0.87225"	"0.1625172"	"-4.76"	"0.0577023"	"ENST00000369580"
"ENST00000381886_at"	"0.999"	"0.872309"	"0.1624415"	"-4.76"	"0.0173657"	"ENST00000381886"
"ENST00000257247_at"	"0.999"	"0.872542"	"0.1621421"	"-4.76"	"0.0896167"	"ENST00000257247"
"ENST00000369553_at"	"0.999"	"0.872594"	"-0.1620755"	"-4.76"	"-0.0369408"	"ENST00000369553"
"ENST00000369555_at"	"0.999"	"0.872594"	"-0.1620755"	"-4.76"	"-0.0369408"	"ENST00000369555"
"ENST00000368406_at"	"0.999"	"0.8726"	"0.1620666"	"-4.76"	"0.0467375"	"ENST00000368406"
"ENST00000368407_at"	"0.999"	"0.8726"	"0.1620666"	"-4.76"	"0.0467375"	"ENST00000368407"
"ENST00000377612_at"	"0.999"	"0.872632"	"0.1620258"	"-4.76"	"0.0196376"	"ENST00000377612"
"ENST00000228463_at"	"0.999"	"0.872647"	"0.162007"	"-4.76"	"0.0382051"	"ENST00000228463"
"ENST00000388962_at"	"0.999"	"0.872647"	"0.162007"	"-4.76"	"0.0382051"	"ENST00000388962"
"ENST00000261182_at"	"0.999"	"0.872819"	"0.1617865"	"-4.76"	"0.0180584"	"ENST00000261182"
"ENST00000390335_at"	"0.999"	"0.872849"	"0.1617472"	"-4.76"	"0.1240517"	"ENST00000390335"
"ENST00000367460_at"	"0.999"	"0.872952"	"0.1616155"	"-4.76"	"0.0623276"	"ENST00000367460"
"ENST00000261758_at"	"0.999"	"0.872988"	"0.1615694"	"-4.76"	"0.0449768"	"ENST00000261758"
"ENST00000295640_at"	"0.999"	"0.87299"	"-0.1615671"	"-4.76"	"-0.0135973"	"ENST00000295640"
"ENST00000367286_at"	"0.999"	"0.87299"	"-0.1615671"	"-4.76"	"-0.0135973"	"ENST00000367286"
"ENST00000242285_at"	"0.999"	"0.873063"	"-0.1614734"	"-4.76"	"-0.0143944"	"ENST00000242285"
"ENST00000358095_at"	"0.999"	"0.873113"	"0.1614084"	"-4.76"	"0.0795178"	"ENST00000358095"
"ENST00000327606_at"	"0.999"	"0.873206"	"-0.1612897"	"-4.76"	"-0.0529658"	"ENST00000327606"
"ENST00000315050_at"	"0.999"	"0.873235"	"0.1612519"	"-4.76"	"0.0212409"	"ENST00000315050"
"ENST00000359547_at"	"0.999"	"0.873245"	"-0.1612395"	"-4.76"	"-0.0786037"	"ENST00000359547"
"ENST00000380475_at"	"0.999"	"0.873267"	"0.161211"	"-4.76"	"0.0283525"	"ENST00000380475"
"ENST00000158526_at"	"0.999"	"0.873275"	"0.161201"	"-4.76"	"0.0176315"	"ENST00000158526"
"ENST00000256496_at"	"0.999"	"0.873288"	"0.1611838"	"-4.76"	"0.0151556"	"ENST00000256496"
"ENST00000383842_at"	"0.999"	"0.873288"	"0.1611838"	"-4.76"	"0.0151556"	"ENST00000383842"
"ENST00000357717_at"	"0.999"	"0.873306"	"0.1611605"	"-4.76"	"0.0219717"	"ENST00000357717"
"ENST00000378246_at"	"0.999"	"0.873306"	"0.1611605"	"-4.76"	"0.0219717"	"ENST00000378246"
"ENST00000378249_at"	"0.999"	"0.873306"	"0.1611605"	"-4.76"	"0.0219717"	"ENST00000378249"
"ENST00000378254_at"	"0.999"	"0.873306"	"0.1611605"	"-4.76"	"0.0219717"	"ENST00000378254"
"ENST00000378255_at"	"0.999"	"0.873306"	"0.1611605"	"-4.76"	"0.0219717"	"ENST00000378255"
"ENST00000378258_at"	"0.999"	"0.873306"	"0.1611605"	"-4.76"	"0.0219717"	"ENST00000378258"
"ENST00000313668_at"	"0.999"	"0.873314"	"-0.1611514"	"-4.76"	"-0.0609162"	"ENST00000313668"
"ENST00000246784_at"	"0.999"	"0.873365"	"0.1610857"	"-4.76"	"0.0436213"	"ENST00000246784"
"ENST00000246785_at"	"0.999"	"0.873365"	"0.1610857"	"-4.76"	"0.0436213"	"ENST00000246785"
"ENST00000269384_at"	"0.999"	"0.873365"	"-0.1610848"	"-4.76"	"-0.0187052"	"ENST00000269384"
"ENST00000328948_at"	"0.999"	"0.873365"	"-0.1610848"	"-4.76"	"-0.0187052"	"ENST00000328948"
"ENST00000335241_at"	"0.999"	"0.873365"	"-0.1610848"	"-4.76"	"-0.0187052"	"ENST00000335241"
"ENST00000335249_at"	"0.999"	"0.873365"	"-0.1610848"	"-4.76"	"-0.0187052"	"ENST00000335249"
"ENST00000335255_at"	"0.999"	"0.873365"	"-0.1610848"	"-4.76"	"-0.0187052"	"ENST00000335255"
"ENST00000314136_at"	"0.999"	"0.873376"	"0.1610705"	"-4.76"	"0.016289"	"ENST00000314136"
"ENST00000369116_at"	"0.999"	"0.873376"	"0.1610705"	"-4.76"	"0.016289"	"ENST00000369116"
