"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"212392_s_at"	"0.536"	"0.02469318"	"2.544755"	"-3.2246"	"1.1472871"	"LOC101930416///LOC101929792///LOC100996724///PDE4DIP"	"myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein"
"210570_x_at"	"0.536"	"0.02471455"	"2.5442948"	"-3.2253"	"1.4436439"	"MAPK9"	"mitogen-activated protein kinase 9"
"212700_x_at"	"0.536"	"0.02472142"	"-2.544147"	"-3.2255"	"-1.1101929"	"MIR6080///MIR4315-1///MIR4315-2///PLEKHM1P1///PLEKHM1"	"microRNA 6080///microRNA 4315-1///microRNA 4315-2///pleckstrin homology and RUN domain containing M1 pseudogene 1///pleckstrin homology and RUN domain containing M1"
"219573_at"	"0.536"	"0.02472361"	"-2.5440998"	"-3.2256"	"-1.1018486"	"CARMIL1"	"capping protein regulator and myosin 1 linker 1"
"200723_s_at"	"0.536"	"0.02473308"	"2.5438962"	"-3.2259"	"0.6042848"	"CAPRIN1"	"cell cycle associated protein 1"
"212642_s_at"	"0.536"	"0.02474179"	"-2.543709"	"-3.2261"	"-0.5765507"	"HIVEP2"	"human immunodeficiency virus type I enhancer binding protein 2"
"AFFX-M27830_5_at"	"0.536"	"0.02475526"	"2.5434195"	"-3.2265"	"1.0032767"	""	""
"217564_s_at"	"0.536"	"0.02475938"	"2.5433308"	"-3.2267"	"1.2282227"	"CPS1"	"carbamoyl-phosphate synthase 1"
"218700_s_at"	"0.536"	"0.02478131"	"2.54286"	"-3.2274"	"1.2616209"	"RAB29"	"RAB29, member RAS oncogene family"
"208907_s_at"	"0.536"	"0.02478195"	"2.5428463"	"-3.2274"	"0.93067"	"MRPS18B"	"mitochondrial ribosomal protein S18B"
"211603_s_at"	"0.536"	"0.02479143"	"2.5426428"	"-3.2277"	"1.0570954"	"ETV4"	"ETS variant 4"
"218093_s_at"	"0.536"	"0.02481343"	"2.542171"	"-3.2284"	"0.8330815"	"ANKRD10"	"ankyrin repeat domain 10"
"203565_s_at"	"0.536"	"0.02482802"	"2.5418584"	"-3.2288"	"0.6439371"	"MNAT1"	"MNAT1, CDK activating kinase assembly factor"
"221896_s_at"	"0.536"	"0.02484169"	"2.5415656"	"-3.2292"	"1.1398812"	"HIGD1A"	"HIG1 hypoxia inducible domain family member 1A"
"202079_s_at"	"0.536"	"0.0248859"	"2.5406198"	"-3.2306"	"0.6604481"	"TRAK1"	"trafficking kinesin protein 1"
"209191_at"	"0.536"	"0.02488905"	"-2.5405523"	"-3.2307"	"-0.5407896"	"TUBB6"	"tubulin beta 6 class V"
"202570_s_at"	"0.536"	"0.02492698"	"-2.5397423"	"-3.2319"	"-1.1128171"	"DLGAP4"	"DLG associated protein 4"
"210669_at"	"0.536"	"0.02497735"	"-2.5386682"	"-3.2334"	"-1.354715"	"TFAP2A"	"transcription factor AP-2 alpha"
"201008_s_at"	"0.536"	"0.02500851"	"2.5380049"	"-3.2344"	"0.8911463"	"TXNIP"	"thioredoxin interacting protein"
"217860_at"	"0.536"	"0.02501745"	"2.5378149"	"-3.2347"	"0.602112"	"NDUFA10"	"NADH:ubiquinone oxidoreductase subunit A10"
"211372_s_at"	"0.536"	"0.02502874"	"2.5375747"	"-3.235"	"1.1856089"	"IL1R2"	"interleukin 1 receptor type 2"
"219724_s_at"	"0.536"	"0.02504926"	"2.5371387"	"-3.2356"	"1.1248717"	"TESPA1"	"thymocyte expressed, positive selection associated 1"
"204773_at"	"0.536"	"0.02505472"	"-2.5370228"	"-3.2358"	"-0.6770501"	"IL11RA"	"interleukin 11 receptor subunit alpha"
"206869_at"	"0.536"	"0.02506637"	"-2.5367754"	"-3.2362"	"-1.4730883"	"CHAD"	"chondroadherin"
"210862_s_at"	"0.536"	"0.02508796"	"-2.5363173"	"-3.2368"	"-1.3172533"	"SARDH"	"sarcosine dehydrogenase"
"201643_x_at"	"0.536"	"0.0250886"	"2.5363038"	"-3.2369"	"0.4670993"	"KDM3B"	"lysine demethylase 3B"
"204188_s_at"	"0.536"	"0.02510031"	"2.5360555"	"-3.2372"	"0.8279225"	"RARG"	"retinoic acid receptor gamma"
"201811_x_at"	"0.536"	"0.0251191"	"-2.5356573"	"-3.2378"	"-0.6601236"	"SH3BP5"	"SH3 domain binding protein 5"
"213457_at"	"0.536"	"0.02513362"	"-2.5353498"	"-3.2382"	"-1.0897743"	"MFHAS1"	"malignant fibrous histiocytoma amplified sequence 1"
"202505_at"	"0.536"	"0.02517768"	"-2.5344178"	"-3.2396"	"-0.4306065"	"SNRPB2"	"small nuclear ribonucleoprotein polypeptide B2"
"202298_at"	"0.536"	"0.02518441"	"-2.5342754"	"-3.2398"	"-0.4991633"	"NDUFA1"	"NADH:ubiquinone oxidoreductase subunit A1"
"217862_at"	"0.536"	"0.02521252"	"2.5336818"	"-3.2407"	"0.7640848"	"PIAS1"	"protein inhibitor of activated STAT 1"
"200949_x_at"	"0.536"	"0.02522763"	"-2.533363"	"-3.2411"	"-0.5129396"	"SNORD54///RPS20"	"small nucleolar RNA, C/D box 54///ribosomal protein S20"
"214594_x_at"	"0.536"	"0.02523073"	"-2.5332975"	"-3.2412"	"-0.4995202"	"ATP8B1"	"ATPase phospholipid transporting 8B1"
"211980_at"	"0.536"	"0.02524291"	"2.5330408"	"-3.2416"	"0.59479"	"COL4A1"	"collagen type IV alpha 1 chain"
"214176_s_at"	"0.536"	"0.02528357"	"-2.5321842"	"-3.2428"	"-0.8558543"	"PBXIP1"	"PBX homeobox interacting protein 1"
"208468_at"	"0.536"	"0.02529375"	"2.5319698"	"-3.2431"	"1.0996629"	"SOX21"	"SRY-box 21"
"205393_s_at"	"0.536"	"0.02530214"	"-2.5317934"	"-3.2434"	"-1.4058345"	"CHEK1"	"checkpoint kinase 1"
"219622_at"	"0.536"	"0.0253068"	"-2.5316954"	"-3.2435"	"-1.4578366"	"RAB20"	"RAB20, member RAS oncogene family"
"201707_at"	"0.536"	"0.02535948"	"-2.5305885"	"-3.2451"	"-0.4599067"	"PEX19"	"peroxisomal biogenesis factor 19"
"38918_at"	"0.536"	"0.02536662"	"-2.5304386"	"-3.2454"	"-0.6278683"	"SOX13"	"SRY-box 13"
"220784_s_at"	"0.536"	"0.02537987"	"-2.5301607"	"-3.2458"	"-1.7432874"	"UTS2"	"urotensin 2"
"202629_at"	"0.536"	"0.02538228"	"2.5301102"	"-3.2458"	"0.5210511"	"APPBP2"	"amyloid beta precursor protein binding protein 2"
"211870_s_at"	"0.536"	"0.02544735"	"-2.5287471"	"-3.2478"	"-0.6822737"	"PCDHA2///PCDHA3"	"protocadherin alpha 2///protocadherin alpha 3"
"208744_x_at"	"0.536"	"0.02544837"	"2.528726"	"-3.2478"	"1.3259806"	"HSPH1"	"heat shock protein family H (Hsp110) member 1"
"218132_s_at"	"0.536"	"0.02544858"	"-2.5287215"	"-3.2478"	"-0.4889957"	"TSEN34"	"tRNA splicing endonuclease subunit 34"
"210513_s_at"	"0.536"	"0.02552702"	"2.5270831"	"-3.2502"	"0.7648517"	"VEGFA"	"vascular endothelial growth factor A"
"213289_at"	"0.536"	"0.02553469"	"2.5269231"	"-3.2504"	"1.0360073"	"APOOL"	"apolipoprotein O like"
"222229_x_at"	"0.536"	"0.0255377"	"-2.5268603"	"-3.2505"	"-0.5078235"	""	""
"202870_s_at"	"0.536"	"0.02561105"	"-2.5253334"	"-3.2527"	"-1.247017"	"CDC20"	"cell division cycle 20"
"202318_s_at"	"0.536"	"0.02561351"	"2.5252822"	"-3.2528"	"0.7735572"	"SENP6"	"SUMO1/sentrin specific peptidase 6"
"206727_at"	"0.536"	"0.02562534"	"2.5250363"	"-3.2532"	"0.9991594"	"C9"	"complement component 9"
"206673_at"	"0.536"	"0.02563638"	"-2.5248069"	"-3.2535"	"-0.8682538"	"GPR176"	"G protein-coupled receptor 176"
"206546_at"	"0.536"	"0.02566646"	"2.5241826"	"-3.2544"	"1.3619821"	"SYCP2"	"synaptonemal complex protein 2"
"208261_x_at"	"0.536"	"0.02569295"	"-2.5236332"	"-3.2552"	"-0.6359524"	"IFNA10"	"interferon alpha 10"
"221620_s_at"	"0.536"	"0.0257242"	"2.5229859"	"-3.2561"	"0.6461051"	"APOO"	"apolipoprotein O"
"219829_at"	"0.536"	"0.02573918"	"2.5226758"	"-3.2566"	"0.6278191"	"ITGB1BP2"	"integrin subunit beta 1 binding protein 2"
"209286_at"	"0.536"	"0.0257586"	"-2.5222742"	"-3.2572"	"-0.6597547"	"CDC42EP3"	"CDC42 effector protein 3"
"206854_s_at"	"0.536"	"0.02577274"	"2.5219819"	"-3.2576"	"0.5289973"	"MAP3K7"	"mitogen-activated protein kinase kinase kinase 7"
"204682_at"	"0.536"	"0.02578155"	"-2.5217999"	"-3.2579"	"-0.6494633"	"LTBP2"	"latent transforming growth factor beta binding protein 2"
"220155_s_at"	"0.536"	"0.02578215"	"-2.5217875"	"-3.2579"	"-0.5995427"	"BRD9"	"bromodomain containing 9"
"211214_s_at"	"0.536"	"0.02578602"	"2.5217075"	"-3.258"	"0.879423"	"DAPK1"	"death associated protein kinase 1"
"218944_at"	"0.536"	"0.02578648"	"2.521698"	"-3.258"	"0.7328264"	"PYCRL"	"pyrroline-5-carboxylate reductase-like"
"221469_at"	"0.536"	"0.02580335"	"-2.5213498"	"-3.2585"	"-1.0029221"	"GPR32"	"G protein-coupled receptor 32"
"201497_x_at"	"0.536"	"0.02580962"	"-2.5212205"	"-3.2587"	"-1.3202288"	"MYH11"	"myosin heavy chain 11"
"204133_at"	"0.536"	"0.02581132"	"-2.5211853"	"-3.2588"	"-1.2168652"	"RRP9"	"ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)"
"203836_s_at"	"0.536"	"0.02584441"	"-2.520503"	"-3.2597"	"-1.0047716"	"MAP3K5"	"mitogen-activated protein kinase kinase kinase 5"
"201698_s_at"	"0.536"	"0.02589017"	"2.5195607"	"-3.2611"	"0.5989602"	"GATC///SRSF9"	"glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9"
"220763_at"	"0.536"	"0.0259155"	"-2.5190398"	"-3.2619"	"-1.060871"	"HSPA12A"	"heat shock protein family A (Hsp70) member 12A"
"214501_s_at"	"0.536"	"0.02591938"	"2.5189602"	"-3.262"	"1.0800367"	"H2AFY"	"H2A histone family member Y"
"216029_at"	"0.536"	"0.02591957"	"-2.5189562"	"-3.262"	"-1.0195607"	""	""
"222314_x_at"	"0.536"	"0.02592355"	"2.5188743"	"-3.2621"	"1.5500753"	"EGOT"	"eosinophil granule ontogeny transcript (non-protein coding)"
"200638_s_at"	"0.536"	"0.02592841"	"2.5187745"	"-3.2622"	"0.9603977"	"YWHAZ"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"219593_at"	"0.536"	"0.02592908"	"2.5187609"	"-3.2623"	"0.8771136"	"SLC15A3"	"solute carrier family 15 member 3"
"203558_at"	"0.536"	"0.02596657"	"-2.5179912"	"-3.2634"	"-0.8062254"	"CUL7"	"cullin 7"
"221206_at"	"0.536"	"0.02596722"	"-2.5179779"	"-3.2634"	"-0.5017348"	"PMS2CL///PMS2"	"PMS2 C-terminal like pseudogene///PMS1 homolog 2, mismatch repair system component"
"209184_s_at"	"0.536"	"0.02597002"	"-2.5179204"	"-3.2635"	"-0.6542116"	"IRS2"	"insulin receptor substrate 2"
"221191_at"	"0.536"	"0.02597386"	"-2.5178416"	"-3.2636"	"-0.7691067"	"STAG3L3"	"stromal antigen 3-like 3 (pseudogene)"
"212457_at"	"0.536"	"0.02598798"	"-2.517552"	"-3.264"	"-1.1433763"	"TFE3"	"transcription factor binding to IGHM enhancer 3"
"202121_s_at"	"0.536"	"0.02602191"	"-2.5168569"	"-3.265"	"-0.4514271"	"CHMP2A"	"charged multivesicular body protein 2A"
"220796_x_at"	"0.536"	"0.02602986"	"-2.5166943"	"-3.2653"	"-0.4944349"	"SLC35E1"	"solute carrier family 35 member E1"
"219295_s_at"	"0.536"	"0.02606003"	"-2.5160772"	"-3.2661"	"-0.7936433"	"PCOLCE2"	"procollagen C-endopeptidase enhancer 2"
"222142_at"	"0.536"	"0.02609748"	"2.515312"	"-3.2673"	"1.6839105"	"CYLD"	"CYLD lysine 63 deubiquitinase"
"218819_at"	"0.536"	"0.02616579"	"2.5139193"	"-3.2693"	"1.013006"	"INTS6"	"integrator complex subunit 6"
"202479_s_at"	"0.536"	"0.02617064"	"2.5138206"	"-3.2694"	"1.7581007"	"TRIB2"	"tribbles pseudokinase 2"
"213763_at"	"0.536"	"0.02622228"	"-2.51277"	"-3.2709"	"-0.9605067"	"HIPK2"	"homeodomain interacting protein kinase 2"
"220752_at"	"0.536"	"0.02623224"	"2.5125676"	"-3.2712"	"1.1445101"	"LOC51145"	"uncharacterized LOC51145"
"205412_at"	"0.536"	"0.02625209"	"2.5121646"	"-3.2718"	"0.5721627"	"ACAT1"	"acetyl-CoA acetyltransferase 1"
"210571_s_at"	"0.536"	"0.02627271"	"2.5117462"	"-3.2724"	"0.597429"	"CMAHP"	"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"208864_s_at"	"0.536"	"0.02627556"	"-2.5116884"	"-3.2725"	"-0.493924"	"TXN"	"thioredoxin"
"210435_at"	"0.536"	"0.02635221"	"2.5101361"	"-3.2747"	"1.4212319"	"ARL17B///ARL17A"	"ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A"
"214701_s_at"	"0.536"	"0.02640135"	"-2.509143"	"-3.2762"	"-0.9093347"	"FN1"	"fibronectin 1"
"218426_s_at"	"0.536"	"0.02642602"	"-2.5086452"	"-3.2769"	"-0.5286815"	"RNF216"	"ring finger protein 216"
"221648_s_at"	"0.536"	"0.02646023"	"-2.5079556"	"-3.2779"	"-0.5436148"	"AGMAT"	"agmatinase"
"212952_at"	"0.536"	"0.02646346"	"-2.5078905"	"-3.278"	"-0.9919001"	""	""
"212955_s_at"	"0.536"	"0.02646508"	"-2.5078581"	"-3.278"	"-0.5940014"	"POLR2I"	"RNA polymerase II subunit I"
"218487_at"	"0.536"	"0.02646618"	"-2.5078359"	"-3.2781"	"-0.3836957"	"ALAD"	"aminolevulinate dehydratase"
"202468_s_at"	"0.536"	"0.02649674"	"2.5072207"	"-3.279"	"0.5616795"	"CTNNAL1"	"catenin alpha like 1"
"221727_at"	"0.536"	"0.02657706"	"2.5056071"	"-3.2813"	"1.0156988"	"SUB1"	"SUB1 homolog, transcriptional regulator"
"212337_at"	"0.536"	"0.02660494"	"2.5050481"	"-3.2821"	"0.8242083"	"TUG1"	"taurine up-regulated 1 (non-protein coding)"
"214331_at"	"0.536"	"0.02666781"	"2.5037897"	"-3.2839"	"0.6148998"	"TSFM"	"Ts translation elongation factor, mitochondrial"
"210067_at"	"0.536"	"0.02667953"	"2.5035554"	"-3.2843"	"1.4852654"	"AQP4"	"aquaporin 4"
"202043_s_at"	"0.536"	"0.02668934"	"2.5033595"	"-3.2845"	"0.4579872"	"SMS"	"spermine synthase"
"202664_at"	"0.536"	"0.02670513"	"2.5030441"	"-3.285"	"0.6874806"	"WIPF1"	"WAS/WASL interacting protein family member 1"
"221266_s_at"	"0.536"	"0.02672095"	"2.5027284"	"-3.2854"	"1.3368697"	"DCSTAMP"	"dendrocyte expressed seven transmembrane protein"
"217006_x_at"	"0.536"	"0.02679027"	"-2.5013467"	"-3.2874"	"-1.1250253"	"FASN"	"fatty acid synthase"
"33760_at"	"0.536"	"0.02681323"	"-2.50089"	"-3.2881"	"-0.6006625"	"PEX14"	"peroxisomal biogenesis factor 14"
"207006_s_at"	"0.536"	"0.02685846"	"-2.499991"	"-3.2894"	"-1.0810001"	"CCDC106"	"coiled-coil domain containing 106"
"202322_s_at"	"0.536"	"0.02686387"	"2.4998837"	"-3.2896"	"0.8710159"	"GGPS1"	"geranylgeranyl diphosphate synthase 1"
"221281_at"	"0.536"	"0.02694429"	"-2.4982894"	"-3.2919"	"-1.2674672"	"SRC"	"SRC proto-oncogene, non-receptor tyrosine kinase"
"213705_at"	"0.536"	"0.02694532"	"-2.4982691"	"-3.2919"	"-0.9421462"	"GGCX"	"gamma-glutamyl carboxylase"
"209378_s_at"	"0.536"	"0.02695218"	"2.4981333"	"-3.2921"	"0.6224784"	"CCSER2"	"coiled-coil serine rich protein 2"
"208627_s_at"	"0.536"	"0.02700905"	"2.497009"	"-3.2937"	"1.3223793"	"YBX1"	"Y-box binding protein 1"
"203424_s_at"	"0.536"	"0.02701678"	"2.4968563"	"-3.2939"	"0.9454495"	"IGFBP5"	"insulin like growth factor binding protein 5"
"212873_at"	"0.536"	"0.02704283"	"2.4963423"	"-3.2947"	"0.5433262"	"ARHGAP45"	"Rho GTPase activating protein 45"
"218917_s_at"	"0.536"	"0.02706468"	"2.4959115"	"-3.2953"	"0.4929913"	"ARID1A"	"AT-rich interaction domain 1A"
"214752_x_at"	"0.536"	"0.02706633"	"-2.495879"	"-3.2953"	"-0.7664221"	"FLNA"	"filamin A"
"215299_x_at"	"0.536"	"0.0270876"	"-2.4954599"	"-3.296"	"-0.6567795"	"SULT1A1"	"sulfotransferase family 1A member 1"
"218220_at"	"0.536"	"0.02710078"	"-2.4952004"	"-3.2963"	"-0.4430647"	"C12orf10"	"chromosome 12 open reading frame 10"
"203407_at"	"0.536"	"0.02712003"	"-2.4948216"	"-3.2969"	"-1.4521604"	"PPL"	"periplakin"
"202430_s_at"	"0.536"	"0.02713477"	"2.4945317"	"-3.2973"	"1.5661219"	"PLSCR1"	"phospholipid scramblase 1"
"210616_s_at"	"0.536"	"0.02713488"	"2.4945295"	"-3.2973"	"0.7138017"	"SEC31A"	"SEC31 homolog A, COPII coat complex component"
"201039_s_at"	"0.536"	"0.02715099"	"2.4942129"	"-3.2978"	"0.9019541"	"RAD23A"	"RAD23 homolog A, nucleotide excision repair protein"
"204933_s_at"	"0.536"	"0.02716787"	"2.4938813"	"-3.2982"	"0.7808295"	"TNFRSF11B"	"TNF receptor superfamily member 11b"
"213414_s_at"	"0.536"	"0.02717437"	"-2.4937537"	"-3.2984"	"-0.5644472"	"RPS19"	"ribosomal protein S19"
"217926_at"	"0.536"	"0.02719365"	"-2.4933753"	"-3.299"	"-0.4976675"	"C19orf53"	"chromosome 19 open reading frame 53"
"202902_s_at"	"0.536"	"0.02721858"	"2.4928864"	"-3.2997"	"0.7510243"	"CTSS"	"cathepsin S"
"221962_s_at"	"0.536"	"0.02722735"	"2.4927145"	"-3.2999"	"0.5581155"	"UBE2H"	"ubiquitin conjugating enzyme E2 H"
"214290_s_at"	"0.536"	"0.02724154"	"-2.4924364"	"-3.3003"	"-0.7189156"	"HIST2H2AA4///HIST2H2AA3"	"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
"219001_s_at"	"0.536"	"0.02727091"	"-2.4918615"	"-3.3011"	"-0.5394525"	"DCAF10"	"DDB1 and CUL4 associated factor 10"
"205437_at"	"0.536"	"0.02727555"	"-2.4917707"	"-3.3013"	"-1.1962443"	"ZNF211"	"zinc finger protein 211"
"205322_s_at"	"0.536"	"0.02729325"	"2.4914246"	"-3.3018"	"0.933837"	"MTF1"	"metal regulatory transcription factor 1"
"212062_at"	"0.536"	"0.02731063"	"-2.4910849"	"-3.3023"	"-0.4743216"	"ATP9A"	"ATPase phospholipid transporting 9A (putative)"
"213501_at"	"0.536"	"0.02734614"	"2.4903915"	"-3.3033"	"1.065224"	"ACOX1"	"acyl-CoA oxidase 1"
"208641_s_at"	"0.536"	"0.02738904"	"-2.4895549"	"-3.3045"	"-0.5798655"	"RAC1"	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
"220174_at"	"0.536"	"0.0274391"	"2.4885804"	"-3.3059"	"0.6331441"	"LRRC8E"	"leucine rich repeat containing 8 family member E"
"201792_at"	"0.536"	"0.02744075"	"-2.4885483"	"-3.3059"	"-0.8994151"	"AEBP1"	"AE binding protein 1"
"217632_at"	"0.536"	"0.02749418"	"-2.48751"	"-3.3074"	"-1.588369"	"GNL3L"	"G protein nucleolar 3 like"
"207606_s_at"	"0.536"	"0.02750291"	"2.4873406"	"-3.3077"	"1.0569183"	"ARHGAP12"	"Rho GTPase activating protein 12"
"200888_s_at"	"0.536"	"0.02759801"	"-2.4854981"	"-3.3103"	"-0.4712402"	"SNORA21///RPL23"	"small nucleolar RNA, H/ACA box 21///ribosomal protein L23"
"216886_at"	"0.536"	"0.0275984"	"2.4854904"	"-3.3103"	"1.3176688"	"CHRNA4"	"cholinergic receptor nicotinic alpha 4 subunit"
"206419_at"	"0.536"	"0.02761079"	"2.4852509"	"-3.3107"	"1.0081324"	"RORC"	"RAR related orphan receptor C"
"216288_at"	"0.536"	"0.02764968"	"-2.4844995"	"-3.3118"	"-0.885723"	"CYSLTR1"	"cysteinyl leukotriene receptor 1"
"208813_at"	"0.536"	"0.02766521"	"2.4841998"	"-3.3122"	"0.7559803"	"GOT1"	"glutamic-oxaloacetic transaminase 1"
"220324_at"	"0.536"	"0.02766713"	"-2.4841626"	"-3.3123"	"-0.7605647"	"LINC00472"	"long intergenic non-protein coding RNA 472"
"217094_s_at"	"0.536"	"0.02767525"	"2.4840061"	"-3.3125"	"0.9261211"	"ITCH"	"itchy E3 ubiquitin protein ligase"
"214985_at"	"0.536"	"0.02769312"	"-2.4836614"	"-3.313"	"-1.2754807"	"EXT1"	"exostosin glycosyltransferase 1"
"202804_at"	"0.536"	"0.02770463"	"-2.4834396"	"-3.3133"	"-0.4863235"	"ABCC1"	"ATP binding cassette subfamily C member 1"
"210632_s_at"	"0.536"	"0.02771456"	"-2.4832483"	"-3.3136"	"-0.5276742"	"SGCA"	"sarcoglycan alpha"
"212087_s_at"	"0.536"	"0.02772157"	"2.4831131"	"-3.3138"	"0.4873692"	"ERAL1"	"Era like 12S mitochondrial rRNA chaperone 1"
"211027_s_at"	"0.536"	"0.02773427"	"-2.4828686"	"-3.3141"	"-1.5593549"	"IKBKB"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
"200088_x_at"	"0.536"	"0.02781505"	"-2.4813158"	"-3.3164"	"-0.4346005"	"NBEAL1///RPL12"	"neurobeachin like 1///ribosomal protein L12"
"212240_s_at"	"0.536"	"0.02785576"	"2.4805347"	"-3.3175"	"0.9064123"	"PIK3R1"	"phosphoinositide-3-kinase regulatory subunit 1"
"207227_x_at"	"0.536"	"0.02785601"	"-2.48053"	"-3.3175"	"-0.8947711"	"RFPL2"	"ret finger protein like 2"
"203032_s_at"	"0.536"	"0.02788079"	"2.4800551"	"-3.3182"	"2.7145576"	"FH"	"fumarate hydratase"
"212894_at"	"0.536"	"0.02789868"	"2.4797127"	"-3.3187"	"0.4455536"	"SUPV3L1"	"Suv3 like RNA helicase"
"210988_s_at"	"0.536"	"0.02791329"	"2.479433"	"-3.3191"	"0.7214097"	"PRUNE1"	"prune exopolyphosphatase"
"36030_at"	"0.536"	"0.02793594"	"-2.4789999"	"-3.3197"	"-0.5905942"	"IFFO1"	"intermediate filament family orphan 1"
"213709_at"	"0.536"	"0.02798146"	"-2.4781303"	"-3.321"	"-1.358884"	"BHLHB9"	"basic helix-loop-helix domain containing, class B, 9"
"202527_s_at"	"0.536"	"0.02798512"	"2.4780606"	"-3.3211"	"0.8936938"	"SMAD4"	"SMAD family member 4"
"218454_at"	"0.536"	"0.02799221"	"2.4779252"	"-3.3213"	"0.6117837"	"PLBD1"	"phospholipase B domain containing 1"
"204036_at"	"0.536"	"0.02801806"	"-2.4774322"	"-3.322"	"-0.8129846"	"LPAR1"	"lysophosphatidic acid receptor 1"
"209743_s_at"	"0.536"	"0.02802971"	"2.4772102"	"-3.3223"	"1.1921757"	"ITCH"	"itchy E3 ubiquitin protein ligase"
"32723_at"	"0.536"	"0.02805395"	"2.4767485"	"-3.323"	"0.6504493"	"CSTF1"	"cleavage stimulation factor subunit 1"
"210066_s_at"	"0.536"	"0.02814697"	"-2.4749803"	"-3.3255"	"-1.6978611"	"AQP4"	"aquaporin 4"
"213183_s_at"	"0.536"	"0.02816288"	"-2.4746784"	"-3.3259"	"-0.8725996"	""	""
"200828_s_at"	"0.536"	"0.0281635"	"2.4746667"	"-3.326"	"0.3825718"	"ZNF207"	"zinc finger protein 207"
"210825_s_at"	"0.536"	"0.02817528"	"-2.4744433"	"-3.3263"	"-0.4759516"	"PEBP1"	"phosphatidylethanolamine binding protein 1"
"203919_at"	"0.536"	"0.0281781"	"-2.4743898"	"-3.3264"	"-0.606866"	"TCEA2"	"transcription elongation factor A2"
"219725_at"	"0.536"	"0.02820776"	"2.4738277"	"-3.3272"	"0.9778432"	"TREM2"	"triggering receptor expressed on myeloid cells 2"
"217603_at"	"0.536"	"0.02820852"	"2.4738134"	"-3.3272"	"0.5446095"	"ATP6V0A2"	"ATPase H+ transporting V0 subunit a2"
"211130_x_at"	"0.536"	"0.02824276"	"-2.4731653"	"-3.3281"	"-0.703185"	"EDA"	"ectodysplasin A"
"205560_at"	"0.536"	"0.02828117"	"-2.4724392"	"-3.3292"	"-0.8500135"	"PCSK5"	"proprotein convertase subtilisin/kexin type 5"
"212134_at"	"0.536"	"0.02829026"	"-2.4722675"	"-3.3294"	"-0.7999884"	"MIR6716///PHLDB1"	"microRNA 6716///pleckstrin homology like domain family B member 1"
"217740_x_at"	"0.536"	"0.02838888"	"-2.470408"	"-3.3321"	"-0.4367509"	"SNORD24///SNORD36A///SNORD36B///RPL7A"	"small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a"
"220939_s_at"	"0.536"	"0.02839115"	"-2.4703652"	"-3.3322"	"-0.4459972"	"DPP8"	"dipeptidyl peptidase 8"
"208309_s_at"	"0.536"	"0.02839984"	"2.4702018"	"-3.3324"	"1.3980538"	"MALT1"	"MALT1 paracaspase"
"215338_s_at"	"0.536"	"0.02843747"	"-2.4694941"	"-3.3334"	"-1.4586677"	"NKTR"	"natural killer cell triggering receptor"
"204854_at"	"0.536"	"0.02843912"	"-2.4694632"	"-3.3335"	"-0.7279861"	"P3H3"	"prolyl 3-hydroxylase 3"
"218520_at"	"0.536"	"0.02844935"	"2.4692709"	"-3.3337"	"0.4992472"	"TBK1"	"TANK binding kinase 1"
"221700_s_at"	"0.536"	"0.0284833"	"-2.4686336"	"-3.3347"	"-0.4774377"	"UBA52"	"ubiquitin A-52 residue ribosomal protein fusion product 1"
"221141_x_at"	"0.536"	"0.02851174"	"2.4681003"	"-3.3354"	"0.7050094"	"EPN1"	"epsin 1"
"208645_s_at"	"0.536"	"0.0285322"	"-2.4677168"	"-3.336"	"-0.4318991"	"RPS14"	"ribosomal protein S14"
"204842_x_at"	"0.536"	"0.02855913"	"-2.4672127"	"-3.3367"	"-0.8532614"	"PRKAR2A"	"protein kinase cAMP-dependent type II regulatory subunit alpha"
"201421_s_at"	"0.536"	"0.02858718"	"2.466688"	"-3.3375"	"0.7507143"	"WDR77"	"WD repeat domain 77"
"217845_x_at"	"0.536"	"0.02861812"	"2.4661097"	"-3.3383"	"0.6439657"	"HIGD1A"	"HIG1 hypoxia inducible domain family member 1A"
"206812_at"	"0.536"	"0.02862051"	"-2.466065"	"-3.3384"	"-0.8823007"	"ADRB3"	"adrenoceptor beta 3"
"211088_s_at"	"0.536"	"0.02862711"	"-2.4659418"	"-3.3385"	"-1.6866941"	"PLK4"	"polo like kinase 4"
"218031_s_at"	"0.536"	"0.02863615"	"2.4657732"	"-3.3388"	"0.8734429"	"FOXN3"	"forkhead box N3"
